HebName,Name,ID,EngName,Region,SubDistrict,NaturalZone,StausMunicipal,Metropolitan,Religion,Pop2015,JewsOthers,Jews,Arebs,YearEst,TypeSuratYeshuv,Affiliation ,Coordinate,Hight,RegionalComittee,Police,YearUpdate,Link
מי עמי,מי עמי,1128,ME AMMI,3,32,323,14,,1,331,0.3,0.3,,1963,320,6,2141671229,463,351,1470,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1128
מיטב,מיטב,2054,METAV,2,23,234,8,,1,461,0.5,0.5,,1954,310,1,2285071685,72,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2054
מייסר,מייסר,649,MEISER,3,32,323,14,,2,1880,,,1.9,,450,,2041670564,57,351,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=649
מיצר,מיצר,4019,MEZAR,2,29,294,71,,1,211,0.2,0.2,,1981,330,15,2692674150,359,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4019
מירב,מירב,1282,MERAV,2,23,231,7,,1,670,0.7,0.7,,1987,330,3,2399170654,395,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1282
מירון,מירון,607,MERON,2,21,212,2,,1,898,0.9,0.9,,1949,310,2,2414776580,693,209,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=607
מישר,מישר,731,MESHAR,4,44,441,32,143,1,804,0.8,0.8,,1950,310,10,1768163624,52,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=731
מיתר,מיתר,1268,METAR,6,62,623,99,342,1,7341,7.3,7.2,,1984,180,,1942358159,457,615,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1268
מכורה,מכורה,3614,MEKHORA,7,75,,75,,1,141,0.1,0.1,,1973,310,10,2399967414,211,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3614
מכחול,מכחול,1343,MAKCHUL,6,62,623,69,,2,395,,,0.4,,450,,2061057735,533,624,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1343
מכמורת,מכמורת,382,MIKHMORET,4,41,411,16,141,1,1334,1.3,1.3,,1945,310,1,1883170142,12,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=382
מכמנים,מכמנים,1202,MIKHMANNIM,2,24,242,56,,1,443,0.4,0.4,,1980,370,7,2309975686,498,205,1310,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1202
מלאה,מלאה,164,MELE'A,2,23,234,8,,1,390,0.4,0.4,,1956,310,1,2225471884,66,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=164
מלילות,מלילות,2044,MELILOT,6,62,621,39,,1,276,0.3,0.3,,1953,310,2,1615158878,112,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2044
מלכייה,מלכייה,596,MALKIYYA,2,21,212,1,,1,442,0.4,0.4,,1949,330,15,2480477844,652,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=596
מלכישוע,מלכישוע,1154,MALKISHUA,2,23,231,7,,1,138,0.1,0.1,,1976,340,,2391070498,517,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1154
מנוחה,מנוחה,2030,MENUHA,6,61,611,50,,1,528,0.5,0.5,,1953,310,1,1789461842,103,634,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=2030
מנוף,מנוף,1174,MANOF,2,24,241,56,241,1,794,0.8,0.8,,1980,310,10,2224575096,387,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1174
מנות,מנות,1205,MANOT,2,24,243,52,,1,402,0.4,0.4,,1980,310,1,2185477151,243,255,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1205
מנחמיה,מנחמיה,48,MENAHEMYA,2,22,221,7,,1,999,1,1,,1902,350,,2523473022,-154,202,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=48
מנרה,מנרה,347,MENARA,2,21,212,1,,1,224,0.2,0.2,,1943,330,15,2511778903,848,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=347
מנשית זבדה,מנשית זבדה,994,MANSHIYYET ZABDA,2,25,237,9,,2,1212,,,1.2,,450,,2184573467,104,254,1440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=994
מסד,מסד,1258,MASSAD,2,22,222,3,,1,354,0.4,0.3,,1983,370,13,2398774991,271,206,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1258
מסדה,מסדה,263,MASSADA,2,22,221,6,,1,345,0.3,0.3,,1937,330,15,2563973220,-191,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=263
מסילות,מסילות,298,MESILLOT,2,23,231,7,,1,431,0.4,0.4,,1938,330,15,2448071130,-112,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=298
מסילת ציון,מסילת ציון,742,MESILLAT ZIYYON,1,11,112,26,444,1,1263,1.3,1.2,,1950,310,1,2011563441,303,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=742
מסלול,מסלול,748,MASLUL,6,62,622,42,344,1,900,0.9,0.9,,1950,310,1,1609258159,110,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=748
מסעדה,מסעדה,4203,MAS'ADE,2,29,292,99,,2,3520,,,3.5,,290,,2709879298,1034,256,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4203
מסעודין אל-עזאזמה (שבט),מסעודין אל-עזאזמה (שבט),939,MAS'UDIN AL-'AZAZME,6,62,623,,,3,,,,,,460,,1823056730,,699,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=939
מעברות,מעברות,197,MA'BAROT,4,41,411,16,141,1,962,1,1,,1933,330,15,1912669668,14,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=197
מעגלים,מעגלים,1082,MA'GALIM,6,62,621,39,,1,1969,2,2,,1958,350,,1618358958,127,651,3482,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1082
מעגן,מעגן,678,MA'AGAN,2,22,221,6,,1,353,0.4,0.3,,1949,330,15,2565673472,-199,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=678
מעגן מיכאל,מעגן מיכאל,694,MA'AGAN MIKHA'EL,3,32,321,15,,1,1890,1.9,1.8,,1949,330,15,1923671802,11,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=694
מעוז חיים,מעוז חיים,272,MA'OZ HAYYIM,2,23,231,7,,1,461,0.5,0.4,,1937,330,15,2520071103,-245,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=272
מעון,מעון,3657,MA'ON,7,77,,78,,1,502,0.5,0.5,,1981,320,11,2156459129,774,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3657
מעונה,מעונה,570,ME'ONA,2,24,243,52,,1,968,1,0.9,,1949,310,1,2247376901,470,255,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=570
מעיין ברוך,מעיין ברוך,416,MA'YAN BARUKH,2,21,211,1,,1,735,0.7,0.7,,1947,330,15,2569979388,200,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=416
מעיין צבי,מעיין צבי,290,MA'YAN ZEVI,3,32,322,15,,1,683,0.7,0.7,,1938,330,15,1946771935,96,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=290
מעיליא,מעיליא,518,MI'ELYA,2,24,243,99,,2,3208,,,3.1,,290,,2244177018,502,258,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=518
מעלה אדומים,מעלה אדומים,3616,MA'ALE ADUMMIM,7,76,,0,445,1,37525,37.5,36.2,,1975,160,,2290463187,330,706,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3616
מעלה אפרים,מעלה אפרים,3608,MA'ALE EFRAYIM,7,75,,99,,1,1206,1.2,1.1,,1970,350,,2382866422,178,707,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3608
מעלה גלבוע,מעלה גלבוע,1127,MA'ALE GILBOA,2,23,231,7,,1,671,0.7,0.7,,1962,330,3,2396170917,429,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1127
מעלה גמלא,מעלה גמלא,4008,MA'ALE GAMLA,2,29,293,71,,1,441,0.4,0.4,,1976,310,1,2643975504,113,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4008
מעלה החמישה,מעלה החמישה,286,MA'ALE HAHAMISHA,1,11,111,26,444,1,674,0.7,0.7,,1938,330,15,2105963610,787,151,6129,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=286
מעלה לבונה,מעלה לבונה,3752,MA'ALE LEVONA,7,74,,73,,1,766,0.8,0.8,,1983,370,11,2228566240,756,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3752
מעלה מכמש,מעלה מכמש,3651,MA'ALE MIKHMAS,7,74,,73,445,1,1351,1.4,1.3,,1981,370,11,2290664293,585,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3651
מעלה עירון,מעלה עירון,1327,MA'ALE IRON,3,32,323,99,,2,14140,,,14.1,,270,,2147171756,249,354,1470,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1327
מעלה עמוס,מעלה עמוס,3653,MA'ALE AMOS,7,76,,76,,1,384,0.4,0.4,,1981,370,9,2218561153,715,714,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3653
מעלה שומרון,מעלה שומרון,3637,MA'ALE SHOMERON,7,73,,72,145,1,1015,1,1,,1980,370,9,2067967475,312,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3637
מעלות-תרשיחא,מעלות-תרשיחא,1063,MA'ALOT-TARSHIHA,2,24,243,0,,4,21227,16.9,14.4,4.4,1957,160,,2263576889,521,223,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1063
מענית,מענית,344,MA'ANIT,3,32,324,14,,1,676,0.7,0.6,,1942,330,15,2028770696,64,351,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=344
"מערב השרון מ""א 16","מערב השרון מ""א 16",1876,no name,4,41,411,16,,,,,,,,530,,1934069710,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1876
"מערב השרון מ""א 18","מערב השרון מ""א 18",1877,no name,4,41,411,18,,,,,,,,530,,1936068670,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1877
"מערב השרון מ""א 19","מערב השרון מ""א 19",1878,no name,4,41,411,19,,,,,,,,530,,1860068190,,,,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1878
מעש,מעש,230,MA'AS,4,42,422,20,132,1,838,0.8,0.8,,1935,310,1,1897266352,52,417,5130,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=230
מפלסים,מפלסים,668,MEFALLESIM,6,61,614,37,,1,971,1,0.9,,1949,330,15,1584160127,94,651,3840,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=668
"מפעלי אבשלו""ם","מפעלי אבשלו""ם",1767, ,6,62,621,41,341,,,,,,,520,,1772359444,,625,3485,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1767
מפעלי ברקן,מפעלי ברקן,1791, ,7,73,,72,,,,,,,,520,,2112066808,,710,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1791
מפעלי גליל עליון,מפעלי גליל עליון,1706, ,2,21,211,1,,,,,,,,520,,2537178870,,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1706
מפעלי גרנות,מפעלי גרנות,1739, ,3,32,324,14,,,,,,,,520,,1958970599,,351,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1739
מפעלי העמק (יזרעאל),מפעלי העמק (יזרעאל),1717, ,2,23,233,9,,,,,,,,520,,2224073008,,254,1440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1717
מפעלי חבל מודיעים,מפעלי חבל מודיעים,1729, ,4,43,432,25,142,,,,,,,520,,1962665732,,424,5160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1729
מפעלי חפר,מפעלי חפר,1745, ,4,41,411,16,141,,,,,,,520,,1905470103,,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1745
מפעלי ים המלח(סדום),מפעלי ים המלח(סדום),1775, ,6,62,624,51,,,,,,,,520,,2350754880,,656,3480,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1775
מפעלי כנות,מפעלי כנות,1753, ,6,61,611,33,143,,,,,,,520,,1773163443,,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1753
מפעלי מישור רותם,מפעלי מישור רותם,1773, ,6,62,626,51,,,,,,,,520,,2188055100,0,656,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1773
מפעלי מעון,מפעלי מעון,1769, ,6,62,622,38,,,,,,,,520,,1457157816,,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1769
מפעלי נחם הרטוב,מפעלי נחם הרטוב,1701, ,1,11,112,26,444,,,,,,,520,,1996963099,,151,7004,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1701
מפעלי צומת מלאכי,מפעלי צומת מלאכי,1761, ,6,61,611,33,143,,,,,,,520,,1764662586,,616,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1761
מפעלי צין - ערבה,מפעלי צין - ערבה,1776, ,6,62,626,54,,,,,,,,520,,2083752818,,657,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1776
מפעלי צמח,מפעלי צמח,1711, ,2,22,221,6,,,,,,,,520,,2554373441,,214,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1711
מפעלי שאן,מפעלי שאן,1719, ,2,23,231,7,,,,,,,,520,,2490171149,,202,1430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1719
מצדות יהודה,מצדות יהודה,3745,MEZADOT YEHUDA,7,77,,78,,1,467,0.5,0.5,,1983,320,11,2107458587,875,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3745
מצובה,מצובה,325,MAZZUVA,2,24,244,4,,1,1116,1.1,1.1,,1940,330,15,2150377427,92,201,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=325
מצליח,מצליח,757,MAZLIAH,4,43,432,30,143,1,1302,1.3,1.3,,1950,310,1,1881064598,81,426,5220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=757
מצפה,מצפה,58,MIZPA,2,22,222,3,,1,144,0.1,0.1,,1908,350,,2480474397,86,206,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=58
"מצפה אבי""ב","מצפה אבי""ב",1222,MIZPE AVIV,2,24,241,56,241,1,978,1,1,,1981,370,10,2190774911,121,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1222
מצפה אילן,מצפה אילן,1370,MITSPE ILAN,3,32,323,14,,1,317,0.3,0.3,,2009,370,10,2067270748,149,351,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1370
מצפה יריחו,מצפה יריחו,3576,MIZPE YERIHO,7,75,,73,445,1,2307,2.3,2.3,,1978,190,11,2374163591,166,711,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3576
מצפה נטופה,מצפה נטופה,1190,MIZPE NETOFA,2,23,237,3,,1,851,0.9,0.9,,1979,370,11,2362674534,394,206,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1190
מצפה רמון,מצפה רמון,99,MIZPE RAMON,6,62,626,99,,1,4998,4.8,4.4,,1954,190,,1810250379,714,613,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=99
מצפה שלם,מצפה שלם,3610,MIZPE SHALEM,7,75,,74,,1,173,0.2,0.2,,1971,330,15,2381260837,-303,713,4355,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3610
מצר,מצר,648,MEZER,3,32,324,14,,1,394,0.4,0.4,,1953,330,15,2046970512,76,351,1450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=648
מקווה ישראל,מקווה ישראל,22,MIQWE YISRA'EL,5,53,513,,123,1,381,0.4,0.4,,1870,340,,1794865963,27,599,2200,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=22
מרגליות,מרגליות,843,MARGALIYYOT,2,21,212,55,,1,393,0.4,0.4,,1951,310,1,2511979109,692,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=843
מרום גולן,מרום גולן,4101,MEROM GOLAN,2,29,292,71,,1,675,0.7,0.7,,1967,330,15,2727778212,977,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4101
מרחב עם,מרחב עם,1340,MERHAV AM,6,62,626,48,,1,333,0.3,0.3,,2002,370,,1834853307,535,620,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1340
מרחביה (מושב),מרחביה (מושב),97,MERHAVYA(MOSHAV),2,23,234,9,,1,664,0.7,0.7,,1922,310,1,2299872328,76,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=97
מרחביה (קיבוץ),מרחביה (קיבוץ),66,MERHAVYA(QIBBUZ),2,23,234,9,,1,1136,1.1,1,,1911,330,15,2291272352,71,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=66
מרכז אזורי כדורי,מרכז אזורי כדורי,1713, ,2,22,221,3,,,,,,,,520,,2384373425,,206,1240,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1713
מרכז אזורי מרום הגליל,מרכז אזורי מרום הגליל,1708, ,2,21,212,2,,,,,,,,520,,2415076699,,209,1230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1708
מרכז אזורי משגב,מרכז אזורי משגב,1723, ,2,24,241,56,241,,,,,,,520,,2245875152,,205,1360,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1723
מרכז אזורי שוהם,מרכז אזורי שוהם,1747, ,4,43,432,25,142,,,,,,,520,,1945765531,,424,5160,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1747
"מרכז כ""ח","מרכז כ""ח",1705, ,2,21,211,55,,,,,,,,520,,2535778066,,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1705
"מרכז מיר""ב*","מרכז מיר""ב*",1715, ,3,32,322,15,243,,,,,,,520,,1967072800,,303,1181,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1715
מרכז שפירא,מרכז שפירא,1098,MERKAZ SHAPPIRA,6,61,611,34,,1,2179,2.2,2.2,,1948,190,,1722562273,50,631,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1098
משאבי שדה,משאבי שדה,421,MASH'ABBE SADE,6,62,626,48,,1,441,0.4,0.4,,1949,330,15,1795154587,349,620,3450,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=421
משגב דב,משגב דב,765,MISGAV DOV,4,44,441,32,143,1,666,0.7,0.7,,1950,310,9,1754063647,58,456,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=765
משגב עם,משגב עם,378,MISGAV AM,2,21,212,1,,1,316,0.3,0.3,,1945,330,15,2515179474,801,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=378
משהד,משהד,520,MESHHED,2,25,237,99,,2,7858,,,7.9,,280,,2305873839,268,257,1410,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=520
משואה,משואה,3605,MASSU'A,7,75,,75,,1,148,0.1,0.1,,1970,310,6,2466366892,-256,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3605
משואות יצחק,משואות יצחק,620,MASSU'OT YIZHAQ,6,61,611,34,,1,705,0.7,0.7,,1949,320,3,1706562348,60,631,3830,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=620
משכיות,משכיות,3785,MASKIYYOT,7,75,,75,,1,206,0.2,0.2,,1986,370,,2467768921,16,712,4164,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3785
משמר איילון,משמר איילון,670,MISHMAR AYYALON,4,43,432,30,143,1,514,0.5,0.5,,1949,310,1,1949564208,136,426,5220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=670
משמר דוד,משמר דוד,563,MISHMAR DAWID,4,43,432,30,143,1,700,0.7,0.7,,1948,330,15,1906963671,153,426,5230,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=563
משמר הירדן,משמר הירדן,732,MISHMAR HAYARDEN,2,21,213,55,,1,678,0.7,0.7,,1949,310,9,2563476779,231,253,1220,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=732
משמר הנגב,משמר הנגב,395,MISHMAR HANEGEV,6,62,621,41,341,1,868,0.9,0.8,,1946,330,15,1731558585,198,625,3485,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=395
משמר העמק,משמר העמק,130,MISHMAR HAEMEQ,2,23,234,13,,1,1216,1.2,1.1,,1926,330,15,2136472399,105,254,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=130
משמר השבעה,משמר השבעה,729,MISHMAR HASHIV'A,4,43,432,40,133,1,987,1,1,,1949,310,19,1834765747,28,425,5210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=729
משמר השרון,משמר השרון,194,MISHMAR HASHARON,4,41,411,16,141,1,559,0.6,0.5,,1933,330,15,1911369590,19,409,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=194
משמרות,משמרות,213,MISHMAROT,3,32,324,14,,1,796,0.8,0.8,,1933,330,15,1987771030,54,351,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=213
משמרת,משמרת,425,MISHMERET,4,41,411,18,141,1,1054,1.1,1,,1946,310,1,1926568163,57,412,5120,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=425
משען,משען,791,MASH'EN,6,61,614,36,,1,1005,1,1,,1950,310,1,1643761845,51,633,3840,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=791
מתן,מתן,1315,MATTAN,4,42,421,20,142,1,3613,3.6,3.6,,1995,190,,1976167391,66,417,5150,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1315
מתת,מתת,1184,MATTAT,2,24,244,52,,1,192,0.2,0.2,,1979,370,19,2337577178,805,255,1320,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1184
מתתיהו,מתתיהו,3648,MATTITYAHU,7,74,,73,,1,698,0.7,0.7,,1981,320,8,2030864848,265,711,4354,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3648
נאות גולן,נאות גולן,4551,NE'OT GOLAN,2,29,294,71,,1,534,0.5,0.5,,1967,310,6,2651174368,314,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4551
נאות הכיכר,נאות הכיכר,1124,NE'OT HAKIKKAR,6,62,624,51,,1,411,0.4,0.4,,1961,310,10,2361253853,-354,656,3480,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1124
נאות חובב,נאות חובב,1770, ,6,62,623,99,,,,,,,,520,,1784356106,,621,3440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1770
נאות מרדכי,נאות מרדכי,408,NE'OT MORDEKHAY,2,21,211,1,,1,548,0.5,0.5,,1946,330,15,2560578503,75,253,1210,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=408
נאות סמדר,נאות סמדר,1197,NE'OT SMADAR,6,62,627,53,,1,210,0.2,0.2,,1982,330,15,2022444008,407,608,3460,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1197
נאעורה,נאעורה,524,NA'URA,2,23,233,8,,2,2131,,,2.1,,290,,2369972443,114,204,1420,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=524
נבטים,נבטים,396,NEVATIM,6,62,623,41,342,1,825,0.8,0.8,,1946,310,1,1887957013,324,625,3481,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=396
נגבה,נגבה,315,NEGBA,6,61,611,35,,1,881,0.9,0.8,,1939,330,15,1699561890,82,632,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=315
נגוהות,נגוהות,3724,NEGOHOT,7,77,,78,,1,288,0.3,0.3,,1999,370,,1984260012,692,715,4352,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=3724
נהורה,נהורה,309,NEHORA,6,61,612,50,,1,1136,1.1,1.1,,1956,350,,1721261462,96,634,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=309
נהלל,נהלל,80,NAHALAL,2,23,234,9,,1,962,0.9,0.9,,1921,310,1,2187373287,85,254,1440,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=80
נהרייה,נהרייה,9100,NAHARIYYA,2,24,245,0,241,1,54305,52.9,48.4,,1934,150,,2094676817,24,210,1350,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=9100
נוב,נוב,4304,NOV,2,29,294,71,,1,858,0.9,0.9,,1973,310,2,2735974881,408,219,1270,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=4304
נוגה,נוגה,55,NOGAH,6,61,612,50,,1,546,0.5,0.5,,1955,310,1,1710861476,108,634,3820,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=55
נווה,נווה,1366,NAVE,6,62,622,38,,1,1066,1.1,1.1,,2010,310,11,1364556377,100,651,3430,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=1366
נווה אבות,נווה אבות,926,NEWE AVOT,3,32,324,,,1,141,0.1,0.1,,1948,340,,1971671014,51,353,1180,2015,http://gis.cbs.gov.il/Yeshuvim_allyears/start.aspx?stl=926
